product_id,product_name,product_url,reviewer_name,rating,sentiment,confidence,score,roberta_label,method,title,review_text,date,verified_purchase,helpful_count,source_file
5164753239,,https://www.walmart.com/ip/Better-Homes-Gardens-Tension-Pole-Shower-Caddy-Resists-Rust-3-Tier-Caddy-5-9-ft-Matte-Black/5164753239?classType=VARIANT,Anonymous,,neutral,0.5564,0.5,neutral,roberta,Off color.Functional product.Limited customization,"The color is definitely Not metallic. I had to check the box to make sure the right one was delivered. It's clearly more of a taupe. Quick assembly. Easily adjustable. Not as sturdy as I expected, but sufficient. Baskets are only able to be adjusted on the bottom portion of the pole. The highest position of the top basket is about 33 inches from the base.",,False,0,walmart_reviews_neutral_5164753239_20251028_025959.json
5201315875,,https://www.walmart.com/ip/Mainstays-Basic-Hanging-Shower-Caddy-with-2-Shelves-and-Soap-Tray-White/5201315875?athAsset=eyJhdGhjcGlkIjoiNTIwMTMxNTg3NSIsImF0aHN0aWQiOiJDUzAyMCIsImF0aGFuY2lkIjoiNTE2NDc1MzIzOSIsImF0aHJrIjowLjB9&athena=true&athbdg=L1600,Anonymous,,neutral,0.8413,0.5,neutral,roberta,,The suction is not sticking on the wall so there is a tendency that it will wall or move and move.,,False,0,walmart_reviews_neutral_5201315875_20251028_030115.json
5201315875,,https://www.walmart.com/ip/Mainstays-Basic-Hanging-Shower-Caddy-with-2-Shelves-and-Soap-Tray-White/5201315875?athAsset=eyJhdGhjcGlkIjoiNTIwMTMxNTg3NSIsImF0aHN0aWQiOiJDUzAyMCIsImF0aGFuY2lkIjoiNTE2NDc1MzIzOSIsImF0aHJrIjowLjB9&athena=true&athbdg=L1600,Anonymous,,neutral,0.7334,0.5,neutral,roberta,view of product.,It's A little short to hang over the shower head. I have to reach up high to get things from it.,,False,0,walmart_reviews_neutral_5201315875_20251028_030115.json
5201315875,,https://www.walmart.com/ip/Mainstays-Basic-Hanging-Shower-Caddy-with-2-Shelves-and-Soap-Tray-White/5201315875?athAsset=eyJhdGhjcGlkIjoiNTIwMTMxNTg3NSIsImF0aHN0aWQiOiJDUzAyMCIsImF0aGFuY2lkIjoiNTE2NDc1MzIzOSIsImF0aHJrIjowLjB9&athena=true&athbdg=L1600,Anonymous,,neutral,0.6075,0.5,neutral,roberta,Shower caddy,I am not at all mechanical. It requires no special effort. Just hang over your shower and it's ready.,,False,0,walmart_reviews_neutral_5201315875_20251028_030115.json
5201315875,,https://www.walmart.com/ip/Mainstays-Basic-Hanging-Shower-Caddy-with-2-Shelves-and-Soap-Tray-White/5201315875?athAsset=eyJhdGhjcGlkIjoiNTIwMTMxNTg3NSIsImF0aHN0aWQiOiJDUzAyMCIsImF0aGFuY2lkIjoiNTE2NDc1MzIzOSIsImF0aHJrIjowLjB9&athena=true&athbdg=L1600,Anonymous,,neutral,0.6055,0.5,neutral,roberta,Hang your soap and shampoo with style,Just what I was looking for to replace the one in my shower that only lasted 10 years before starting to rust in spots.,,False,0,walmart_reviews_neutral_5201315875_20251028_030115.json
1082943717,,https://www.walmart.com/ip/Mainstays-Small-Portable-Shower-Caddy-Frost-Plastic/1082943717?athAsset=eyJhdGhjcGlkIjoiMTA4Mjk0MzcxNyIsImF0aHN0aWQiOiJDUzAyMCIsImF0aGFuY2lkIjoiNTIwMTMxNTg3NSIsImF0aHJrIjowLjB9&athena=true&athbdg=L1600,Anonymous,,neutral,0.4968,0.5,neutral,roberta,,It seems sufficient and was priced well. I don't know how long the product will last so I m uncertain how to rate it's quality.,,False,0,walmart_reviews_neutral_1082943717_20251028_030212.json
1082943717,,https://www.walmart.com/ip/Mainstays-Small-Portable-Shower-Caddy-Frost-Plastic/1082943717?athAsset=eyJhdGhjcGlkIjoiMTA4Mjk0MzcxNyIsImF0aHN0aWQiOiJDUzAyMCIsImF0aGFuY2lkIjoiNTIwMTMxNTg3NSIsImF0aHJrIjowLjB9&athena=true&athbdg=L1600,Anonymous,,neutral,0.6956,0.5,neutral,roberta,"Small shower caddy, fine for few small items","This wasn't large enough for larger-sized shampoo and body wash. It's now being used to bring to dorm bathrooms with non-shower items like toothbrush, toothpaste, contacts, face wash. Had to buy a larger one for shower time since we use larger pump bottles of shampoo, conditioner, %26 bodywash. Sturdy, small, simple. Great price.",,False,0,walmart_reviews_neutral_1082943717_20251028_030212.json
806443150,,https://www.walmart.com/ip/Mainstays-Navy-Polyester-Spiral-Pop-up-Laundry-Hamper-with-Zipper-Lid/806443150?athAsset=eyJhdGhjcGlkIjoiODA2NDQzMTUwIiwiYXRoc3RpZCI6IkNTMDIwIiwiYXRoYW5jaWQiOiI3OTAwOTAwNzUiLCJhdGhyayI6MC4wfQ==&athena=true&athbdg=L1102,Anonymous,,neutral,0.7404,0.5,neutral,roberta,Space saving hamper - stores flat,"This dark blue / navy blue laundry hamper holds a fair amount of clothing or other laundry - its about 21 inches tall and 16 to 17 inches measured across (diameter I think). Those are my measurements, not whats in the description or on the package. It has a spiral ring type device that encircles the basket that keeps it upright and gives it a tubular shape when opened, and actually has a fairly good amount of tension in it, meaning that the basket is going to stay upright and not collapse down accidentally. There is also an attached cover, or lid, that can be zipped closed. It doesn't remove completely, thus no worries about it being lost. A strap is attached on each side of the top to make for easy carrying if its full. And when its empty, it collapses almost completely flat so it takes very little storage space. Great idea this was! So far I've used it twice, meaning I've filled it up and emptied into the washer twice. It seems like it will hold up well although I haven't had it long enough to know its long term durability. For now giving it 5 stars because I have no issues with it and its very functional in its design and usefulness. Russell in Scottsdale",,False,0,walmart_reviews_neutral_806443150_20251028_030323.json
806443150,,https://www.walmart.com/ip/Mainstays-Navy-Polyester-Spiral-Pop-up-Laundry-Hamper-with-Zipper-Lid/806443150?athAsset=eyJhdGhjcGlkIjoiODA2NDQzMTUwIiwiYXRoc3RpZCI6IkNTMDIwIiwiYXRoYW5jaWQiOiI3OTAwOTAwNzUiLCJhdGhyayI6MC4wfQ==&athena=true&athbdg=L1102,Anonymous,,neutral,0.4922,0.5,neutral,roberta,,It's sturdy enough but much smaller than I thought it would be.,,False,0,walmart_reviews_neutral_806443150_20251028_030323.json
5219389748,,https://www.walmart.com/ip/Better-Homes-Gardens-Heavyweight-PEVA-Shower-Liner-70-W-x-72-H-Soft-Silver/5219389748?classType=VARIANT,Anonymous,,neutral,0.5632,0.5,neutral,roberta,Nice but stiff,I like that it has the suction cups on the sides of the curtain as I have a fiberglass or acrylic tub/shower combo. I did not like that it is VERY STIFF. When you open or close the curtain it sometimes comes out of the grommet hooks at the top of curtain and it is hard to keep open to clean out tub when done with your shower.,,False,0,walmart_reviews_neutral_5219389748_20251028_030457.json
5219389748,,https://www.walmart.com/ip/Better-Homes-Gardens-Heavyweight-PEVA-Shower-Liner-70-W-x-72-H-Soft-Silver/5219389748?classType=VARIANT,Anonymous,,neutral,0.4759,0.5,neutral,roberta,Not what was pictured,"The liner is good quality, it's not what was pictured. I ordered soft silver and the image was like a clear silver frosty look, no the liner that came was opaque and gray. It's ok it will work this time but I won't purchase again, and buyer be ware that you might get something different than pictured.",,False,0,walmart_reviews_neutral_5219389748_20251028_030457.json
5219389748,,https://www.walmart.com/ip/Better-Homes-Gardens-Heavyweight-PEVA-Shower-Liner-70-W-x-72-H-Soft-Silver/5219389748?classType=VARIANT,Anonymous,,neutral,0.4468,0.5,neutral,roberta,Heavyweight and very stiff,"I don't mind it, but I gave one to my mom and she had me remove hers. It is very thick and very stiff. They are elderly and she thought it would make them fall. Mine has been up for a few weeks and is still super stiff. My husband says it should last a lifetime. lol",,False,0,walmart_reviews_neutral_5219389748_20251028_030457.json
5219389748,,https://www.walmart.com/ip/Better-Homes-Gardens-Heavyweight-PEVA-Shower-Liner-70-W-x-72-H-Soft-Silver/5219389748?classType=VARIANT,Anonymous,,neutral,0.43,0.5,neutral,roberta,,Material is good quality. Very thick and sturdy. The problem is it is too stiff. You can't slide it open. It won't bunch up like it should. So you peel it back and climb in the tub/shower. Never seen anything like it.,,False,0,walmart_reviews_neutral_5219389748_20251028_030457.json
5219389748,,https://www.walmart.com/ip/Better-Homes-Gardens-Heavyweight-PEVA-Shower-Liner-70-W-x-72-H-Soft-Silver/5219389748?classType=VARIANT,Anonymous,,neutral,0.6674,0.5,neutral,roberta,Heavy Shower Curtain,It is a heavy liner and very stiff at first. It is long enough and does the job I need it to do. It is washable I'd say a couple times. Then usually replace it.,,False,0,walmart_reviews_neutral_5219389748_20251028_030457.json
